team	stats	rankings	value
UCF	Total Defense	T-93	428.5
UCF	Rushing Defense	65	165.7
UCF	Passing Yards Allowed	110	262.8
UCF	Team Passing Efficiency Defense	55	125.66
UCF	Scoring Defense	53	25.2
UCF	Turnover Margin	2	1.25
UCF	3rd Down Conversion Pct	16	0.457
UCF	4th Down Conversion Pct	T-71	0.500
UCF	3rd Down Conversion Pct Defense	77	0.399
UCF	4th Down Conversion Pct Defense	T-47	0.467
UCF	Red Zone Offense	65	0.848
UCF	Red Zone Defense	70	0.838
UCF	Net Punting	52	38.29
UCF	Punt Returns	6	15.56
UCF	Kickoff Returns	9	25.13
UCF	First Downs Offense	10	307
UCF	First Downs Defense	76	252
UCF	Fewest Penalties Per Game	126	8.42
UCF	Fewest Penalty Yards Per Game	112	67.83
UCF	Time of Possession	102	   28:16
Central Mich.	Stat	Rank	Value
Central Mich.	Total Offense	71	391.9
Central Mich.	Rushing Offense	92	143.8
Central Mich.	Passing Offense	48	248.2
Central Mich.	Team Passing Efficiency	76	128.39
Central Mich.	Scoring Offense	53	29.7
Central Mich.	Total Defense	54	378.8
Central Mich.	Rushing Defense	90	190.6
Central Mich.	Passing Yards Allowed	23	188.2
Central Mich.	Team Passing Efficiency Defense	7	105.37
Central Mich.	Scoring Defense	68	26.8
Central Mich.	Turnover Margin	T-18	0.67
Central Mich.	3rd Down Conversion Pct	119	0.308
Central Mich.	4th Down Conversion Pct	T-80	0.467
Central Mich.	3rd Down Conversion Pct Defense	35	0.345
Central Mich.	4th Down Conversion Pct Defense	52	0.474
Central Mich.	Red Zone Offense	99	0.786
Central Mich.	Red Zone Defense	10	0.723
Central Mich.	Net Punting	71	37.59
Central Mich.	Punt Returns	92	5.82
Central Mich.	Kickoff Returns	55	21.56
Central Mich.	First Downs Offense	104	220
Central Mich.	First Downs Defense	55	234
Central Mich.	Fewest Penalties Per Game	T-81	6.33
Central Mich.	Fewest Penalty Yards Per Game	101	61.92
Central Mich.	Time of Possession	100	   28:27
Rice	Stat	Rank	Value
Rice	Total Offense	116	331.8
Rice	Rushing Offense	41	187.0
Rice	Passing Offense	118	144.8
Rice	Team Passing Efficiency	121	103.98
Rice	Scoring Offense	124	16.3
Rice	Total Defense	90	425.8
Rice	Rushing Defense	94	192.6
Rice	Passing Yards Allowed	80	233.3
Rice	Team Passing Efficiency Defense	119	158.29
Rice	Scoring Defense	113	35.8
Rice	Turnover Margin	128	-1.92
Rice	3rd Down Conversion Pct	80	0.388
Rice	4th Down Conversion Pct	114	0.368
Rice	3rd Down Conversion Pct Defense	124	0.486
Rice	4th Down Conversion Pct Defense	T-107	0.625
Rice	Red Zone Offense	116	0.741
Rice	Red Zone Defense	126	0.939
Rice	Net Punting	81	37.09
Rice	Punt Returns	65	7.36
Rice	Kickoff Returns	118	17.81
Rice	First Downs Offense	116	206
Rice	First Downs Defense	T-87	262
Rice	Fewest Penalties Per Game	T-15	4.42
Rice	Fewest Penalty Yards Per Game	11	38.33
Rice	Time of Possession	73	   29:36
Vanderbilt	Stat	Rank	Value
Vanderbilt	Total Offense	104	350.8
Vanderbilt	Rushing Offense	121	107.2
Vanderbilt	Passing Offense	53	243.6
Vanderbilt	Team Passing Efficiency	50	135.64
Vanderbilt	Scoring Offense	94	24.6
Vanderbilt	Total Defense	64	393.1
Vanderbilt	Rushing Defense	102	198.5
Vanderbilt	Passing Yards Allowed	28	194.6
Vanderbilt	Team Passing Efficiency Defense	68	129.86
Vanderbilt	Scoring Defense	90	31.3
Vanderbilt	Turnover Margin	95	-0.42
Vanderbilt	3rd Down Conversion Pct	52	0.417
Vanderbilt	4th Down Conversion Pct	T-85	0.450
Vanderbilt	3rd Down Conversion Pct Defense	53	0.373
Vanderbilt	4th Down Conversion Pct Defense	73	0.529
Vanderbilt	Red Zone Offense	71	0.838
Vanderbilt	Red Zone Defense	98	0.875
Vanderbilt	Net Punting	106	36.11
Vanderbilt	Punt Returns	62	7.56
Vanderbilt	Kickoff Returns	42	21.97
Vanderbilt	First Downs Offense	103	221
Vanderbilt	First Downs Defense	74	250
Vanderbilt	Fewest Penalties Per Game	T-53	5.75
Vanderbilt	Fewest Penalty Yards Per Game	T-52	50.08
Vanderbilt	Time of Possession	81	   29:22
Baylor	Stat	Rank	Value
Baylor	Total Offense	60	404.9
Baylor	Rushing Offense	115	117.3
Baylor	Passing Offense	24	287.7
Baylor	Team Passing Efficiency	68	131.36
Baylor	Scoring Offense	96	24.3
Baylor	Total Defense	112	456.9
Baylor	Rushing Defense	89	189.9
Baylor	Passing Yards Allowed	116	267.0
Baylor	Team Passing Efficiency Defense	117	155.61
Baylor	Scoring Defense	114	35.9
Baylor	Turnover Margin	T-123	-1.17
Baylor	3rd Down Conversion Pct	113	0.328
Baylor	4th Down Conversion Pct	70	0.515
Baylor	3rd Down Conversion Pct Defense	69	0.391
Baylor	4th Down Conversion Pct Defense	107	0.625
Baylor	Red Zone Offense	102	0.775
Baylor	Red Zone Defense	107	0.886
Baylor	Net Punting	19	40.72
Baylor	Punt Returns	T-47	8.57
Baylor	Kickoff Returns	117	17.89
Baylor	First Downs Offense	78	239
Baylor	First Downs Defense	90	264
Baylor	Fewest Penalties Per Game	111	7.33
Baylor	Fewest Penalty Yards Per Game	78	55.92
Baylor	Time of Possession	68	   29:48
Miami (OH)	Stat	Rank	Value
Miami (OH)	Total Offense	90	383.6
Miami (OH)	Rushing Offense	89	145.9
Miami (OH)	Passing Offense	59	237.7
Miami (OH)	Team Passing Efficiency	66	131.55
Miami (OH)	Scoring Offense	95	24.4
Miami (OH)	Total Defense	45	367.6
Miami (OH)	Rushing Defense	69	166.8
Miami (OH)	Passing Yards Allowed	35	200.8
Miami (OH)	Team Passing Efficiency Defense	35	119.22
Miami (OH)	Scoring Defense	43	24.1
Miami (OH)	Turnover Margin	T-74	-0.08
Miami (OH)	3rd Down Conversion Pct	90	0.375
Miami (OH)	4th Down Conversion Pct	T-71	0.500
Miami (OH)	3rd Down Conversion Pct Defense	65	0.388
Miami (OH)	4th Down Conversion Pct Defense	T-19	0.400
Miami (OH)	Red Zone Offense	T-61	0.850
Miami (OH)	Red Zone Defense	14	0.743
Miami (OH)	Net Punting	45	38.75
Miami (OH)	Punt Returns	87	6.17
Miami (OH)	Kickoff Returns	119	17.70
Miami (OH)	First Downs Offense	68	248
Miami (OH)	First Downs Defense	T-40	225
Miami (OH)	Fewest Penalties Per Game	106	7.17
Miami (OH)	Fewest Penalty Yards Per Game	106	64.08
Miami (OH)	Time of Possession	29	   31:25
Miami (FL)	Stat	Rank	Value
Miami (FL)	Total Offense	58	405.5
Miami (FL)	Rushing Offense	73	159.7
Miami (FL)	Passing Offense	50	245.8
Miami (FL)	Team Passing Efficiency	69	131.08
Miami (FL)	Scoring Offense	T-57	29.5
Miami (FL)	Total Defense	40	359.8
Miami (FL)	Rushing Defense	41	146.1
Miami (FL)	Passing Yards Allowed	52	213.7
Miami (FL)	Team Passing Efficiency Defense	18	112.05
Miami (FL)	Scoring Defense	20	19.9
Miami (FL)	Turnover Margin	T-2	1.25
Miami (FL)	3rd Down Conversion Pct	124	0.294
Miami (FL)	4th Down Conversion Pct	T-13	0.667
Miami (FL)	3rd Down Conversion Pct Defense	68	0.390
Miami (FL)	4th Down Conversion Pct Defense	24	0.409
Miami (FL)	Red Zone Offense	11	0.927
Miami (FL)	Red Zone Defense	T-89	0.865
Miami (FL)	Net Punting	107	36.00
Miami (FL)	Punt Returns	5	15.92
Miami (FL)	Kickoff Returns	46	21.81
Miami (FL)	First Downs Offense	89	234
Miami (FL)	First Downs Defense	68	246
Miami (FL)	Fewest Penalties Per Game	T-43	5.42
Miami (FL)	Fewest Penalty Yards Per Game	64	53.00
Miami (FL)	Time of Possession	119	   27:02
Michigan St.	Stat	Rank	Value
Michigan St.	Total Offense	91	378.3
Michigan St.	Rushing Offense	67	162.9
Michigan St.	Passing Offense	77	215.4
Michigan St.	Team Passing Efficiency	93	122.70
Michigan St.	Scoring Offense	105	23.1
Michigan St.	Total Defense	9	297.8
Michigan St.	Rushing Defense	5	101.3
Michigan St.	Passing Yards Allowed	31	196.5
Michigan St.	Team Passing Efficiency Defense	13	110.90
Michigan St.	Scoring Defense	23	20.3
Michigan St.	Turnover Margin	T-54	0.17
Michigan St.	3rd Down Conversion Pct	38	0.432
Michigan St.	4th Down Conversion Pct	T-39	0.588
Michigan St.	3rd Down Conversion Pct Defense	16	0.319
Michigan St.	4th Down Conversion Pct Defense	94	0.571
Michigan St.	Red Zone Offense	88	0.809
Michigan St.	Red Zone Defense	87	0.862
Michigan St.	Net Punting	54	38.25
Michigan St.	Punt Returns	119	3.90
Michigan St.	Kickoff Returns	69	20.94
Michigan St.	First Downs Offense	T-53	256
Michigan St.	First Downs Defense	9	189
Michigan St.	Fewest Penalties Per Game	T-87	6.50
Michigan St.	Fewest Penalty Yards Per Game	93	59.83
Michigan St.	Time of Possession	2	   35:12
Idaho	Stat	Rank	Value
Idaho	Total Offense	105	349.5
Idaho	Rushing Offense	110	124.6
Idaho	Passing Offense	70	224.9
Idaho	Team Passing Efficiency	52	135.45
Idaho	Scoring Offense	110	20.9
Idaho	Total Defense	61	390.4
Idaho	Rushing Defense	70	168.1
Idaho	Passing Yards Allowed	63	222.3
Idaho	Team Passing Efficiency Defense	71	130.62
Idaho	Scoring Defense	T-57	25.8
Idaho	Turnover Margin	T-54	0.17
Idaho	3rd Down Conversion Pct	101	0.354
Idaho	4th Down Conversion Pct	115	0.360
Idaho	3rd Down Conversion Pct Defense	80	0.404
Idaho	4th Down Conversion Pct Defense	T-123	0.714
Idaho	Red Zone Offense	90	0.805
Idaho	Red Zone Defense	37	0.796
Idaho	Net Punting	77	37.23
Idaho	Punt Returns	90	5.92
Idaho	Kickoff Returns	129	16.53
Idaho	First Downs Offense	111	211
Idaho	First Downs Defense	67	245
Idaho	Fewest Penalties Per Game	T-40	5.33
Idaho	Fewest Penalty Yards Per Game	42	47.58
Idaho	Time of Possession	47	   30:48
Michigan	Stat	Rank	Value
Michigan	Total Offense	101	354.9
Michigan	Rushing Offense	43	186.3
Michigan	Passing Offense	111	168.6
Michigan	Team Passing Efficiency	110	115.49
Michigan	Scoring Offense	T-86	25.8
Michigan	Total Defense	3	268.6
Michigan	Rushing Defense	21	125.9
Michigan	Passing Yards Allowed	1	142.7
Michigan	Team Passing Efficiency Defense	3	100.17
Michigan	Scoring Defense	14	18.3
Michigan	Turnover Margin	T-82	-0.17
Michigan	3rd Down Conversion Pct	104	0.347
Michigan	4th Down Conversion Pct	T-31	0.615
Michigan	3rd Down Conversion Pct Defense	3	0.271
Michigan	4th Down Conversion Pct Defense	39	0.455
Michigan	Red Zone Offense	44	0.872
Michigan	Red Zone Defense	57	0.821
Michigan	Net Punting	109	35.86
Michigan	Punt Returns	55	8.29
Michigan	Kickoff Returns	110	18.72
Michigan	First Downs Offense	113	210
Michigan	First Downs Defense	2	166
Michigan	Fewest Penalties Per Game	95	6.67
Michigan	Fewest Penalty Yards Per Game	88	58.58
Michigan	Time of Possession	24	   31:45
Middle Tenn.	Stat	Rank	Value
Middle Tenn.	Total Offense	68	396.8
Middle Tenn.	Rushing Offense	90	144.2
Middle Tenn.	Passing Offense	45	252.7
Middle Tenn.	Team Passing Efficiency	80	127.62
Middle Tenn.	Scoring Offense	93	24.8
Middle Tenn.	Total Defense	30	348.6
Middle Tenn.	Rushing Defense	34	136.6
Middle Tenn.	Passing Yards Allowed	46	212.0
Middle Tenn.	Team Passing Efficiency Defense	70	130.56
Middle Tenn.	Scoring Defense	45	24.3
Middle Tenn.	Turnover Margin	T-121	-1.00
Middle Tenn.	3rd Down Conversion Pct	91	0.372
Middle Tenn.	4th Down Conversion Pct	T-93	0.438
Middle Tenn.	3rd Down Conversion Pct Defense	32	0.339
Middle Tenn.	4th Down Conversion Pct Defense	31	0.433
Middle Tenn.	Red Zone Offense	95	0.794
Middle Tenn.	Red Zone Defense	T-94	0.870
Middle Tenn.	Net Punting	82	37.07
Middle Tenn.	Punt Returns	T-68	7.22
Middle Tenn.	Kickoff Returns	84	20.30
Middle Tenn.	First Downs Offense	T-49	257
Middle Tenn.	First Downs Defense	40	225
Middle Tenn.	Fewest Penalties Per Game	T-72	6.17
Middle Tenn.	Fewest Penalty Yards Per Game	95	60.17
Middle Tenn.	Time of Possession	80	   29:25
Penn St.	Stat	Rank	Value
Penn St.	Total Offense	28	453.3
Penn St.	Rushing Offense	62	167.4
Penn St.	Passing Offense	26	285.8
Penn St.	Team Passing Efficiency	15	153.51
Penn St.	Scoring Offense	7	41.6
Penn St.	Total Defense	20	329.3
Penn St.	Rushing Defense	17	119.2
Penn St.	Passing Yards Allowed	43	210.2
Penn St.	Team Passing Efficiency Defense	21	112.96
Penn St.	Scoring Defense	7	15.5
Penn St.	Turnover Margin	4	1.17
Penn St.	3rd Down Conversion Pct	22	0.448
Penn St.	4th Down Conversion Pct	T-62	0.538
Penn St.	3rd Down Conversion Pct Defense	26	0.335
Penn St.	4th Down Conversion Pct Defense	T-41	0.458
Penn St.	Red Zone Offense	19	0.911
Penn St.	Red Zone Defense	64	0.833
Penn St.	Net Punting	29	39.81
Penn St.	Punt Returns	13	13.08
Penn St.	Kickoff Returns	30	22.78
Penn St.	First Downs Offense	T-36	271
Penn St.	First Downs Defense	T-23	212
Penn St.	Fewest Penalties Per Game	14	4.33
Penn St.	Fewest Penalty Yards Per Game	14	39.17
Penn St.	Time of Possession	66	   29:53
Toledo	Stat	Rank	Value
Toledo	Total Offense	8	509.9
Toledo	Rushing Offense	26	218.0
Toledo	Passing Offense	20	291.9
Toledo	Team Passing Efficiency	5	165.02
Toledo	Scoring Offense	11	39.2
Toledo	Total Defense	55	379.4
Toledo	Rushing Defense	68	166.4
Toledo	Passing Yards Allowed	49	213.0
Toledo	Team Passing Efficiency Defense	26	116.22
Toledo	Scoring Defense	56	25.6
Toledo	Turnover Margin	T-34	0.38
Toledo	3rd Down Conversion Pct	62	0.407
Toledo	4th Down Conversion Pct	103	0.412
Toledo	3rd Down Conversion Pct Defense	42	0.352
Toledo	4th Down Conversion Pct Defense	T-32	0.435
Toledo	Red Zone Offense	60	0.851
Toledo	Red Zone Defense	75	0.846
Toledo	Net Punting	118	34.87
Toledo	Punt Returns	21	11.54
Toledo	Kickoff Returns	61	21.41
Toledo	First Downs Offense	7	314
Toledo	First Downs Defense	86	261
Toledo	Fewest Penalties Per Game	118	7.77
Toledo	Fewest Penalty Yards Per Game	120	70.46
Toledo	Time of Possession	19	   32:11
Western Mich.	Stat	Rank	Value
Western Mich.	Total Offense	T-76	389.6
Western Mich.	Rushing Offense	23	224.8
Western Mich.	Passing Offense	113	164.8
Western Mich.	Team Passing Efficiency	70	130.90
Western Mich.	Scoring Offense	T-27	33.9
Western Mich.	Total Defense	53	378.5
Western Mich.	Rushing Defense	54	156.1
Western Mich.	Passing Yards Allowed	64	222.4
Western Mich.	Team Passing Efficiency Defense	69	130.19
Western Mich.	Scoring Defense	83	29.0
Western Mich.	Turnover Margin	T-18	0.67
Western Mich.	3rd Down Conversion Pct	74	0.395
Western Mich.	4th Down Conversion Pct	T-35	0.600
Western Mich.	3rd Down Conversion Pct Defense	59	0.381
Western Mich.	4th Down Conversion Pct Defense	T-107	0.625
Western Mich.	Red Zone Offense	67	0.843
Western Mich.	Red Zone Defense	84	0.857
Western Mich.	Net Punting	33	39.60
Western Mich.	Punt Returns	63	7.50
Western Mich.	Kickoff Returns	87	20.15
Western Mich.	First Downs Offense	63	250
Western Mich.	First Downs Defense	T-38	224
Western Mich.	Fewest Penalties Per Game	T-51	5.67
Western Mich.	Fewest Penalty Yards Per Game	65	53.25
Western Mich.	Time of Possession	50	   30:38
UTEP	Stat	Rank	Value
UTEP	Total Offense	129	230.5
UTEP	Rushing Offense	127	95.6
UTEP	Passing Offense	120	134.9
UTEP	Team Passing Efficiency	128	85.18
UTEP	Scoring Offense	129	11.8
UTEP	Total Defense	107	446.6
UTEP	Rushing Defense	119	234.3
UTEP	Passing Yards Allowed	T-47	212.3
UTEP	Team Passing Efficiency Defense	111	146.36
UTEP	Scoring Defense	117	36.8
UTEP	Turnover Margin	T-101	-0.50
UTEP	3rd Down Conversion Pct	128	0.269
UTEP	4th Down Conversion Pct	85	0.450
UTEP	3rd Down Conversion Pct Defense	127	0.519
UTEP	4th Down Conversion Pct Defense	112	0.647
UTEP	Red Zone Offense	112	0.750
UTEP	Red Zone Defense	124	0.922
UTEP	Net Punting	59	38.09
UTEP	Punt Returns	120	3.86
UTEP	Kickoff Returns	51	21.58
UTEP	First Downs Offense	129	146
UTEP	First Downs Defense	112	285
UTEP	Fewest Penalties Per Game	56	5.83
UTEP	Fewest Penalty Yards Per Game	61	52.08
UTEP	Time of Possession	111	   27:34
Iowa	Stat	Rank	Value
Iowa	Total Offense	107	340.3
Iowa	Rushing Offense	93	142.4
Iowa	Passing Offense	88	197.8
Iowa	Team Passing Efficiency	47	136.53
Iowa	Scoring Offense	68	28.3
Iowa	Total Defense	34	355.3
Iowa	Rushing Defense	38	142.1
Iowa	Passing Yards Allowed	50	213.3
Iowa	Team Passing Efficiency Defense	12	110.50
Iowa	Scoring Defense	T-20	19.9
Iowa	Turnover Margin	T-39	0.33
Iowa	3rd Down Conversion Pct	98	0.355
Iowa	4th Down Conversion Pct	24	0.636
Iowa	3rd Down Conversion Pct Defense	25	0.333
Iowa	4th Down Conversion Pct Defense	T-57	0.478
Iowa	Red Zone Offense	103	0.773
Iowa	Red Zone Defense	44	0.806
Iowa	Net Punting	75	37.38
Iowa	Punt Returns	75	6.78
Iowa	Kickoff Returns	31	22.76
Iowa	First Downs Offense	T-109	213
Iowa	First Downs Defense	T-48	228
Iowa	Fewest Penalties Per Game	37	5.25
Iowa	Fewest Penalty Yards Per Game	30	42.83
Iowa	Time of Possession	58	   30:15
Iowa St.	Stat	Rank	Value
Iowa St.	Total Offense	78	389.3
Iowa St.	Rushing Offense	113	119.8
Iowa St.	Passing Offense	32	269.5
Iowa St.	Team Passing Efficiency	41	139.44
Iowa St.	Scoring Offense	51	29.9
Iowa St.	Total Defense	46	368.4
Iowa St.	Rushing Defense	31	134.3
Iowa St.	Passing Yards Allowed	82	234.2
Iowa St.	Team Passing Efficiency Defense	99	139.68
Iowa St.	Scoring Defense	29	21.0
Iowa St.	Turnover Margin	T-10	0.92
Iowa St.	3rd Down Conversion Pct	77	0.391
Iowa St.	4th Down Conversion Pct	T-3	0.750
Iowa St.	3rd Down Conversion Pct Defense	89	0.418
Iowa St.	4th Down Conversion Pct Defense	45	0.462
Iowa St.	Red Zone Offense	39	0.878
Iowa St.	Red Zone Defense	T-55	0.821
Iowa St.	Net Punting	60	38.08
Iowa St.	Punt Returns	42	9.05
Iowa St.	Kickoff Returns	79	20.50
Iowa St.	First Downs Offense	T-59	252
Iowa St.	First Downs Defense	T-64	243
Iowa St.	Fewest Penalties Per Game	17	4.50
Iowa St.	Fewest Penalty Yards Per Game	22	41.33
Iowa St.	Time of Possession	72	   29:37
East Carolina	Stat	Rank	Value
East Carolina	Total Offense	43	425.6
East Carolina	Rushing Offense	119	107.7
East Carolina	Passing Offense	13	317.9
East Carolina	Team Passing Efficiency	84	125.46
East Carolina	Scoring Offense	91	24.9
East Carolina	Total Defense	129	541.7
East Carolina	Rushing Defense	124	245.5
East Carolina	Passing Yards Allowed	124	296.2
East Carolina	Team Passing Efficiency Defense	129	180.01
East Carolina	Scoring Defense	129	45.0
East Carolina	Turnover Margin	T-119	-0.83
East Carolina	3rd Down Conversion Pct	57	0.412
East Carolina	4th Down Conversion Pct	43	0.586
East Carolina	3rd Down Conversion Pct Defense	128	0.520
East Carolina	4th Down Conversion Pct Defense	T-103	0.615
East Carolina	Red Zone Offense	T-112	0.750
East Carolina	Red Zone Defense	111	0.893
East Carolina	Net Punting	73	37.51
East Carolina	Punt Returns	129	-0.67
East Carolina	Kickoff Returns	89	19.95
East Carolina	First Downs Offense	26	279
East Carolina	First Downs Defense	T-119	296
East Carolina	Fewest Penalties Per Game	T-95	6.67
East Carolina	Fewest Penalty Yards Per Game	90	58.75
East Carolina	Time of Possession	32	   31:11
Texas Tech	Stat	Rank	Value
Texas Tech	Total Offense	17	468.4
Texas Tech	Rushing Offense	95	141.6
Texas Tech	Passing Offense	11	326.8
Texas Tech	Team Passing Efficiency	16	152.71
Texas Tech	Scoring Offense	26	34.3
Texas Tech	Total Defense	99	434.0
Texas Tech	Rushing Defense	53	154.3
Texas Tech	Passing Yards Allowed	123	279.8
Texas Tech	Team Passing Efficiency Defense	92	137.33
Texas Tech	Scoring Defense	T-94	31.8
Texas Tech	Turnover Margin	T-10	0.92
Texas Tech	3rd Down Conversion Pct	33	0.437
Texas Tech	4th Down Conversion Pct	T-85	0.450
Texas Tech	3rd Down Conversion Pct Defense	88	0.418
Texas Tech	4th Down Conversion Pct Defense	120	0.700
Texas Tech	Red Zone Offense	126	0.679
Texas Tech	Red Zone Defense	72	0.839
Texas Tech	Net Punting	44	38.75
Texas Tech	Punt Returns	103	5.13
Texas Tech	Kickoff Returns	25	23.41
Texas Tech	First Downs Offense	T-14	293
Texas Tech	First Downs Defense	115	289
Texas Tech	Fewest Penalties Per Game	T-119	7.83
Texas Tech	Fewest Penalty Yards Per Game	124	74.08
Texas Tech	Time of Possession	86	   29:00
Duke	Stat	Rank	Value
Duke	Total Offense	92	378.1
Duke	Rushing Offense	61	167.9
Duke	Passing Offense	80	210.2
Duke	Team Passing Efficiency	115	110.27
Duke	Scoring Offense	T-86	25.8
Duke	Total Defense	22	335.4
Duke	Rushing Defense	58	160.6
Duke	Passing Yards Allowed	12	174.8
Duke	Team Passing Efficiency Defense	24	115.14
Duke	Scoring Defense	25	20.8
Duke	Turnover Margin	T-60	0.08
Duke	3rd Down Conversion Pct	T-86	0.379
Duke	4th Down Conversion Pct	T-26	0.625
Duke	3rd Down Conversion Pct Defense	31	0.337
Duke	4th Down Conversion Pct Defense	7	0.286
Duke	Red Zone Offense	T-76	0.830
Duke	Red Zone Defense	T-98	0.875
Duke	Net Punting	114	35.46
Duke	Punt Returns	94	5.78
Duke	Kickoff Returns	18	24.25
Duke	First Downs Offense	34	272
Duke	First Downs Defense	16	199
Duke	Fewest Penalties Per Game	T-29	5.00
Duke	Fewest Penalty Yards Per Game	28	42.58
Duke	Time of Possession	48	   30:47
Texas	Stat	Rank	Value
Texas	Total Offense	56	408.3
Texas	Rushing Offense	94	141.8
Texas	Passing Offense	36	266.5
Texas	Team Passing Efficiency	92	123.50
Texas	Scoring Offense	60	29.2
Texas	Total Defense	42	363.6
Texas	Rushing Defense	6	105.7
Texas	Passing Yards Allowed	107	257.9
Texas	Team Passing Efficiency Defense	53	125.19
Texas	Scoring Defense	31	21.7
Texas	Turnover Margin	T-39	0.33
Texas	3rd Down Conversion Pct	81	0.385
Texas	4th Down Conversion Pct	80	0.467
Texas	3rd Down Conversion Pct Defense	4	0.276
Texas	4th Down Conversion Pct Defense	8	0.300
Texas	Red Zone Offense	101	0.778
Texas	Red Zone Defense	43	0.805
Texas	Net Punting	1	44.66
Texas	Punt Returns	53	8.33
Texas	Kickoff Returns	28	23.04
Texas	First Downs Offense	T-65	249
Texas	First Downs Defense	T-23	212
Texas	Fewest Penalties Per Game	T-103	7.08
Texas	Fewest Penalty Yards Per Game	110	65.58
Texas	Time of Possession	38	   30:59
Maryland	Stat	Rank	Value
Maryland	Total Offense	120	323.3
Maryland	Rushing Offense	68	161.7
Maryland	Passing Offense	115	161.7
Maryland	Team Passing Efficiency	108	116.81
Maryland	Scoring Offense	98	24.1
Maryland	Total Defense	86	419.4
Maryland	Rushing Defense	91	190.8
Maryland	Passing Yards Allowed	74	228.6
Maryland	Team Passing Efficiency Defense	66	129.39
Maryland	Scoring Defense	119	37.1
Maryland	Turnover Margin	T-54	0.17
Maryland	3rd Down Conversion Pct	127	0.286
Maryland	4th Down Conversion Pct	82	0.458
Maryland	3rd Down Conversion Pct Defense	126	0.495
Maryland	4th Down Conversion Pct Defense	T-62	0.500
Maryland	Red Zone Offense	109	0.757
Maryland	Red Zone Defense	82	0.855
Maryland	Net Punting	111	35.74
Maryland	Punt Returns	30	10.50
Maryland	Kickoff Returns	54	21.57
Maryland	First Downs Offense	119	201
Maryland	First Downs Defense	111	284
Maryland	Fewest Penalties Per Game	T-98	6.92
Maryland	Fewest Penalty Yards Per Game	108	64.50
Maryland	Time of Possession	115	   27:16
UCLA	Stat	Rank	Value
UCLA	Total Offense	19	465.7
UCLA	Rushing Offense	111	120.3
UCLA	Passing Offense	5	345.3
UCLA	Team Passing Efficiency	26	147.66
UCLA	Scoring Offense	31	33.8
UCLA	Total Defense	122	488.8
UCLA	Rushing Defense	128	282.7
UCLA	Passing Yards Allowed	40	206.1
UCLA	Team Passing Efficiency Defense	74	131.99
UCLA	Scoring Defense	T-117	36.8
UCLA	Turnover Margin	115	-0.75
UCLA	3rd Down Conversion Pct	42	0.426
UCLA	4th Down Conversion Pct	T-13	0.667
UCLA	3rd Down Conversion Pct Defense	57	0.378
UCLA	4th Down Conversion Pct Defense	T-32	0.435
UCLA	Red Zone Offense	46	0.868
UCLA	Red Zone Defense	103	0.879
UCLA	Net Punting	85	37.00
UCLA	Punt Returns	101	5.21
UCLA	Kickoff Returns	99	19.27
UCLA	First Downs Offense	18	290
UCLA	First Downs Defense	T-121	299
UCLA	Fewest Penalties Per Game	125	8.17
UCLA	Fewest Penalty Yards Per Game	126	75.33
UCLA	Time of Possession	122	   26:37
Hawaii	Stat	Rank	Value
Hawaii	Total Offense	63	402.7
Hawaii	Rushing Offense	59	168.2
Hawaii	Passing Offense	63	234.5
Hawaii	Team Passing Efficiency	77	128.39
Hawaii	Scoring Offense	106	22.8
Hawaii	Total Defense	114	458.8
Hawaii	Rushing Defense	109	210.2
Hawaii	Passing Yards Allowed	101	248.6
Hawaii	Team Passing Efficiency Defense	125	162.06
Hawaii	Scoring Defense	T-107	33.9
Hawaii	Turnover Margin	T-60	0.08
Hawaii	3rd Down Conversion Pct	82	0.383
Hawaii	4th Down Conversion Pct	116	0.357
Hawaii	3rd Down Conversion Pct Defense	125	0.488
Hawaii	4th Down Conversion Pct Defense	114	0.667
Hawaii	Red Zone Offense	124	0.698
Hawaii	Red Zone Defense	T-38	0.800
Hawaii	Net Punting	53	38.26
Hawaii	Punt Returns	106	5.00
Hawaii	Kickoff Returns	91	19.80
Hawaii	First Downs Offense	81	238
Hawaii	First Downs Defense	104	274
Hawaii	Fewest Penalties Per Game	116	7.75
Hawaii	Fewest Penalty Yards Per Game	116	68.83
Hawaii	Time of Possession	27	   31:28
Buffalo	Stat	Rank	Value
Buffalo	Total Offense	38	431.9
Buffalo	Rushing Offense	96	141.1
Buffalo	Passing Offense	22	290.8
Buffalo	Team Passing Efficiency	25	148.59
Buffalo	Scoring Offense	66	28.5
Buffalo	Total Defense	71	398.2
Buffalo	Rushing Defense	95	194.8
Buffalo	Passing Yards Allowed	39	203.3
Buffalo	Team Passing Efficiency Defense	81	133.14
Buffalo	Scoring Defense	50	24.8
Buffalo	Turnover Margin	T-60	0.08
Buffalo	3rd Down Conversion Pct	56	0.414
Buffalo	4th Down Conversion Pct	T-13	0.667
Buffalo	3rd Down Conversion Pct Defense	90	0.418
Buffalo	4th Down Conversion Pct Defense	84	0.550
Buffalo	Red Zone Offense	T-106	0.764
Buffalo	Red Zone Defense	15	0.744
Buffalo	Net Punting	63	37.89
Buffalo	Punt Returns	52	8.35
Buffalo	Kickoff Returns	120	17.61
Buffalo	First Downs Offense	T-61	251
Buffalo	First Downs Defense	T-80	258
Buffalo	Fewest Penalties Per Game	T-49	5.58
Buffalo	Fewest Penalty Yards Per Game	49	49.75
Buffalo	Time of Possession	69	   29:47
